date,region,channel,format,tier,units,gross_revenue_gbp,cogs_fees_gbp,profit_gbp,customer_age_band,customer_segment,customer_income_band,week
2023-12-05,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,10.16,1.2,8.96,35-44,Student,<20k,2023-12-04/2023-12-10
2023-11-25,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,13.5,1.26,12.24,35-44,Hobbyist,50-75k,2023-11-20/2023-11-26
2023-11-27,Manchester,Amazon,Digital,N/A,1,12.31,1.5,10.81,35-44,Mid_Career,35-50k,2023-11-27/2023-12-03
2023-11-03,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,25.14,3.9,21.24,16-24,Hobbyist,20-35k,2023-10-30/2023-11-05
2023-11-16,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,56.51,7.08,49.43,16-24,Mid_Career,20-35k,2023-11-13/2023-11-19
2023-12-08,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,38.35,4.89,33.46,45-54,Mid_Career,20-35k,2023-12-04/2023-12-10
2023-11-08,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,10.97,1.7,9.27,25-34,Early_Career,35-50k,2023-11-06/2023-11-12
2023-11-08,Rest_of_UK,Humble_Direct,Digital,TIER_36,2,74.2,10.41,63.79,16-24,Early_Career,50-75k,2023-11-06/2023-11-12
2023-11-22,Rest_of_UK,Amazon,Print,N/A,1,22.98,8.51,14.47,35-44,Early_Career,20-35k,2023-11-20/2023-11-26
2023-12-01,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,22.12,2.62,19.5,16-24,Mid_Career,50-75k,2023-11-27/2023-12-03
2023-12-22,Rest_of_UK,Humble_Direct,Digital,TIER_18,5,140.81,22.41,118.4,25-34,Mid_Career,50-75k,2023-12-18/2023-12-24
2023-12-18,Rest_of_UK,Humble_Direct,Digital,TIER_36,2,89.05,14.92,74.13,55+,Student,20-35k,2023-12-18/2023-12-24
2023-12-18,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,13.63,1.71,11.92,45-54,Early_Career,<20k,2023-12-18/2023-12-24
2023-12-23,Rest_of_UK,Humble_Direct,Digital,TIER_36,2,111.06,12.45,98.61,25-34,Early_Career,50-75k,2023-12-18/2023-12-24
2023-12-17,Rest_of_UK,Other_Online,Print,N/A,2,66.18,19.58,46.61,45-54,Mid_Career,<20k,2023-12-11/2023-12-17
2023-11-16,Rest_of_UK,Other_Online,Digital,N/A,2,29.62,2.38,27.24,25-34,Hobbyist,<20k,2023-11-13/2023-11-19
2023-12-12,Rest_of_UK,Amazon,Digital,N/A,1,19.1,2.09,17.01,35-44,Student,<20k,2023-12-11/2023-12-17
2023-11-24,Rest_of_UK,Humble_Direct,Digital,TIER_36,3,169.83,24.39,145.45,25-34,Early_Career,75k+,2023-11-20/2023-11-26
2023-12-19,Manchester,Other_Online,Digital,N/A,2,35.51,6.12,29.39,16-24,Early_Career,50-75k,2023-12-18/2023-12-24
2023-11-30,Manchester,Humble_Direct,Digital,TIER_10,1,14.04,1.99,12.06,25-34,Hobbyist,20-35k,2023-11-27/2023-12-03
2023-12-21,Rest_of_UK,Other_Online,Print,N/A,2,46.18,22.97,23.21,25-34,Senior,20-35k,2023-12-18/2023-12-24
2023-12-22,Rest_of_UK,Humble_Direct,Digital,TIER_18,3,63.45,9.76,53.69,16-24,Mid_Career,20-35k,2023-12-18/2023-12-24
2023-12-01,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,15.33,2.53,12.8,16-24,Hobbyist,<20k,2023-11-27/2023-12-03
2023-11-22,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,14.44,2.34,12.1,45-54,Early_Career,35-50k,2023-11-20/2023-11-26
2023-11-24,Rest_of_UK,Humble_Direct,Print,TIER_18,1,28.12,10.24,17.88,35-44,Mid_Career,35-50k,2023-11-20/2023-11-26
2023-12-19,Rest_of_UK,Humble_Direct,Digital,TIER_36,2,76.84,8.66,68.18,25-34,Early_Career,35-50k,2023-12-18/2023-12-24
2023-12-11,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,14.56,1.6,12.96,35-44,Early_Career,50-75k,2023-12-11/2023-12-17
2023-11-17,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,39.72,5.81,33.91,35-44,Mid_Career,20-35k,2023-11-13/2023-11-19
2023-11-25,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,10.24,1.45,8.79,16-24,Early_Career,35-50k,2023-11-20/2023-11-26
2023-12-05,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,13.21,1.19,12.02,16-24,Early_Career,50-75k,2023-12-04/2023-12-10
2023-12-20,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,21.71,3.04,18.67,25-34,Student,35-50k,2023-12-18/2023-12-24
2023-11-12,Rest_of_UK,Indie_Bookshop,Digital,N/A,1,21.65,3.04,18.61,45-54,Hobbyist,20-35k,2023-11-06/2023-11-12
2023-11-11,Rest_of_UK,Other_Online,Print,N/A,1,22.53,9.04,13.49,35-44,Senior,35-50k,2023-11-06/2023-11-12
2023-12-23,Rest_of_UK,Humble_Direct,Digital,TIER_18,3,85.11,9.06,76.05,25-34,Senior,35-50k,2023-12-18/2023-12-24
2023-11-25,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,10.01,1.71,8.3,25-34,Student,35-50k,2023-11-20/2023-11-26
2023-11-16,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,21.44,2.67,18.77,35-44,Mid_Career,20-35k,2023-11-13/2023-11-19
2023-12-16,Rest_of_UK,Humble_Direct,Digital,TIER_18,2,43.01,4.87,38.14,25-34,Senior,50-75k,2023-12-11/2023-12-17
2023-12-04,Rest_of_UK,Indie_Bookshop,Print,N/A,1,34.01,13.67,20.34,25-34,Student,35-50k,2023-12-04/2023-12-10
2023-11-18,Rest_of_UK,Indie_Bookshop,Print,N/A,1,30.0,9.83,20.17,25-34,Early_Career,<20k,2023-11-13/2023-11-19
2023-12-18,Manchester,Amazon,Digital,N/A,1,16.21,2.77,13.44,35-44,Mid_Career,35-50k,2023-12-18/2023-12-24
2023-11-25,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,19.03,1.65,17.38,35-44,Hobbyist,35-50k,2023-11-20/2023-11-26
2023-11-14,Rest_of_UK,Humble_Direct,Print,TIER_10,1,12.61,10.11,2.5,16-24,Mid_Career,20-35k,2023-11-13/2023-11-19
2023-11-02,Rest_of_UK,Humble_Direct,Digital,TIER_18,2,56.11,4.53,51.58,25-34,Student,20-35k,2023-10-30/2023-11-05
2023-11-30,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,13.47,1.61,11.85,25-34,Hobbyist,75k+,2023-11-27/2023-12-03
2023-12-03,Rest_of_UK,Amazon,Print,N/A,1,18.17,7.86,10.31,25-34,Hobbyist,50-75k,2023-11-27/2023-12-03
2023-12-18,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,11.8,1.93,9.87,16-24,Hobbyist,50-75k,2023-12-18/2023-12-24
2023-12-06,Rest_of_UK,Other_Online,Print,N/A,1,22.89,9.97,12.92,45-54,Mid_Career,<20k,2023-12-04/2023-12-10
2023-11-11,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,24.74,4.11,20.63,25-34,Mid_Career,50-75k,2023-11-06/2023-11-12
2023-12-12,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,44.05,4.82,39.22,25-34,Mid_Career,35-50k,2023-12-11/2023-12-17
2023-12-19,Rest_of_UK,Humble_Direct,Digital,TIER_18,2,52.43,7.48,44.95,55+,Hobbyist,35-50k,2023-12-18/2023-12-24
2023-12-16,Rest_of_UK,Other_Online,Digital,N/A,2,35.88,6.04,29.85,25-34,Senior,35-50k,2023-12-11/2023-12-17
2023-11-17,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,13.35,1.29,12.06,25-34,Early_Career,<20k,2023-11-13/2023-11-19
2023-11-12,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,23.78,3.67,20.11,35-44,Senior,<20k,2023-11-06/2023-11-12
2023-11-03,Rest_of_UK,Humble_Direct,Digital,TIER_10,3,31.58,5.15,26.43,35-44,Mid_Career,20-35k,2023-10-30/2023-11-05
2023-11-08,Rest_of_UK,Humble_Direct,Digital,TIER_18,2,48.24,6.36,41.88,16-24,Hobbyist,75k+,2023-11-06/2023-11-12
2023-12-07,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,10.76,1.36,9.4,25-34,Early_Career,35-50k,2023-12-04/2023-12-10
2023-12-23,Rest_of_UK,Other_Online,Print,N/A,2,68.01,25.11,42.9,35-44,Mid_Career,20-35k,2023-12-18/2023-12-24
2023-11-22,Manchester,Humble_Direct,Digital,TIER_18,1,25.66,3.08,22.58,25-34,Mid_Career,<20k,2023-11-20/2023-11-26
2023-11-19,Rest_of_UK,Amazon,Print,N/A,1,18.02,8.35,9.67,25-34,Early_Career,20-35k,2023-11-13/2023-11-19
2023-11-07,Rest_of_UK,Humble_Direct,Digital,TIER_36,2,80.21,14.18,66.02,25-34,Student,<20k,2023-11-06/2023-11-12
2023-11-01,Rest_of_UK,Indie_Bookshop,Print,N/A,2,39.03,19.78,19.25,16-24,Senior,50-75k,2023-10-30/2023-11-05
2023-11-06,Rest_of_UK,Amazon,Print,N/A,2,47.92,21.52,26.4,25-34,Early_Career,20-35k,2023-11-06/2023-11-12
2023-12-23,Rest_of_UK,Amazon,Print,N/A,3,62.55,31.68,30.87,45-54,Senior,20-35k,2023-12-18/2023-12-24
2023-12-16,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,20.87,2.87,18.0,35-44,Mid_Career,20-35k,2023-12-11/2023-12-17
2023-11-15,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,10.79,1.57,9.22,16-24,Early_Career,50-75k,2023-11-13/2023-11-19
2023-11-27,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,15.64,2.34,13.31,25-34,Hobbyist,50-75k,2023-11-27/2023-12-03
2023-12-21,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,27.65,4.87,22.78,25-34,Mid_Career,50-75k,2023-12-18/2023-12-24
2023-12-08,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,27.1,3.68,23.42,25-34,Student,20-35k,2023-12-04/2023-12-10
2023-12-14,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,51.02,8.75,42.27,25-34,Hobbyist,20-35k,2023-12-11/2023-12-17
2023-11-01,Rest_of_UK,Humble_Direct,Digital,TIER_36,9,460.24,38.61,421.63,25-34,Mid_Career,35-50k,2023-10-30/2023-11-05
2023-12-08,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,40.73,5.11,35.62,45-54,Hobbyist,20-35k,2023-12-04/2023-12-10
2023-12-12,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,18.58,1.61,16.97,25-34,Mid_Career,75k+,2023-12-11/2023-12-17
2023-11-24,Rest_of_UK,Indie_Bookshop,Print,N/A,1,20.25,8.92,11.33,16-24,Hobbyist,75k+,2023-11-20/2023-11-26
2023-12-08,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,44.06,6.58,37.47,25-34,Early_Career,20-35k,2023-12-04/2023-12-10
2023-12-11,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,20.53,2.48,18.05,25-34,Student,20-35k,2023-12-11/2023-12-17
2023-12-03,Manchester,Humble_Direct,Digital,TIER_10,1,13.48,1.34,12.14,16-24,Mid_Career,20-35k,2023-11-27/2023-12-03
2023-11-17,Rest_of_UK,Other_Online,Print,N/A,1,24.71,7.85,16.85,25-34,Student,<20k,2023-11-13/2023-11-19
2023-12-03,Rest_of_UK,Amazon,Print,N/A,1,25.25,12.8,12.45,25-34,Mid_Career,20-35k,2023-11-27/2023-12-03
2023-11-08,Rest_of_UK,Indie_Bookshop,Digital,N/A,1,11.99,1.52,10.47,55+,Mid_Career,20-35k,2023-11-06/2023-11-12
2023-11-30,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,10.45,1.12,9.32,25-34,Early_Career,20-35k,2023-11-27/2023-12-03
2023-12-23,Rest_of_UK,Humble_Direct,Digital,TIER_18,5,112.92,16.22,96.7,16-24,Early_Career,20-35k,2023-12-18/2023-12-24
2023-11-16,Rest_of_UK,Indie_Bookshop,Digital,N/A,1,19.78,3.15,16.63,16-24,Student,35-50k,2023-11-13/2023-11-19
2023-11-29,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,49.82,8.86,40.96,35-44,Student,35-50k,2023-11-27/2023-12-03
2023-11-11,Rest_of_UK,Humble_Direct,Digital,TIER_36,2,72.66,12.46,60.19,16-24,Mid_Career,20-35k,2023-11-06/2023-11-12
2023-11-11,Rest_of_UK,Humble_Direct,Digital,TIER_10,3,44.1,5.84,38.27,25-34,Student,35-50k,2023-11-06/2023-11-12
2023-11-05,Rest_of_UK,Humble_Direct,Digital,TIER_18,2,39.96,3.51,36.46,16-24,Mid_Career,20-35k,2023-10-30/2023-11-05
2023-12-20,Rest_of_UK,Humble_Direct,Digital,TIER_36,2,102.27,11.64,90.63,25-34,Student,35-50k,2023-12-18/2023-12-24
2023-12-23,Rest_of_UK,Humble_Direct,Digital,TIER_18,3,58.28,6.33,51.95,35-44,Mid_Career,75k+,2023-12-18/2023-12-24
2023-12-13,Manchester,Humble_Direct,Digital,TIER_10,1,11.67,1.07,10.59,55+,Student,20-35k,2023-12-11/2023-12-17
2023-12-14,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,37.72,5.31,32.41,35-44,Early_Career,75k+,2023-12-11/2023-12-17
2023-11-26,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,55.17,8.85,46.32,35-44,Early_Career,50-75k,2023-11-20/2023-11-26
2023-12-02,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,25.07,3.94,21.12,35-44,Hobbyist,20-35k,2023-11-27/2023-12-03
2023-12-13,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,41.92,5.9,36.02,55+,Student,20-35k,2023-12-11/2023-12-17
2023-11-24,Rest_of_UK,Amazon,Print,N/A,1,33.91,12.1,21.81,35-44,Mid_Career,<20k,2023-11-20/2023-11-26
2023-11-14,Rest_of_UK,Amazon,Digital,N/A,2,42.7,7.02,35.68,16-24,Early_Career,50-75k,2023-11-13/2023-11-19
2023-12-17,Rest_of_UK,Humble_Direct,Digital,TIER_36,2,110.47,12.96,97.51,45-54,Mid_Career,50-75k,2023-12-11/2023-12-17
2023-11-14,Manchester,Amazon,Print,N/A,1,18.51,10.01,8.5,16-24,Early_Career,<20k,2023-11-13/2023-11-19
2023-11-18,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,18.2,1.61,16.59,16-24,Student,75k+,2023-11-13/2023-11-19
2023-11-26,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,19.29,2.76,16.53,25-34,Early_Career,<20k,2023-11-20/2023-11-26
2023-11-01,Rest_of_UK,Humble_Direct,Print,TIER_10,2,20.99,13.19,7.8,16-24,Mid_Career,20-35k,2023-10-30/2023-11-05
2023-11-18,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,25.98,3.05,22.93,16-24,Mid_Career,50-75k,2023-11-13/2023-11-19
2023-12-08,Rest_of_UK,Amazon,Print,N/A,1,29.41,7.27,22.14,25-34,Hobbyist,20-35k,2023-12-04/2023-12-10
2023-11-28,Rest_of_UK,Humble_Direct,Print,TIER_10,1,13.71,9.23,4.48,25-34,Student,<20k,2023-11-27/2023-12-03
2023-11-09,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,42.23,7.13,35.11,35-44,Student,20-35k,2023-11-06/2023-11-12
2023-12-16,Rest_of_UK,Amazon,Print,N/A,2,52.56,18.74,33.82,25-34,Early_Career,50-75k,2023-12-11/2023-12-17
2023-12-20,Rest_of_UK,Humble_Direct,Digital,TIER_18,2,57.44,7.94,49.5,35-44,Early_Career,75k+,2023-12-18/2023-12-24
2023-12-15,Manchester,Humble_Direct,Digital,TIER_10,1,13.94,2.01,11.93,55+,Early_Career,<20k,2023-12-11/2023-12-17
2023-11-03,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,20.07,3.53,16.54,45-54,Student,20-35k,2023-10-30/2023-11-05
2023-12-01,Rest_of_UK,Humble_Direct,Digital,TIER_10,3,30.81,3.01,27.8,25-34,Early_Career,35-50k,2023-11-27/2023-12-03
2023-12-21,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,10.94,1.02,9.92,25-34,Mid_Career,50-75k,2023-12-18/2023-12-24
2023-11-29,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,12.51,2.19,10.32,35-44,Mid_Career,50-75k,2023-11-27/2023-12-03
2023-12-06,Rest_of_UK,Amazon,Digital,N/A,2,35.07,5.42,29.66,25-34,Hobbyist,20-35k,2023-12-04/2023-12-10
2023-11-10,Rest_of_UK,Humble_Direct,Digital,TIER_18,2,36.56,5.59,30.97,25-34,Early_Career,50-75k,2023-11-06/2023-11-12
2023-12-06,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,10.55,1.7,8.85,45-54,Early_Career,35-50k,2023-12-04/2023-12-10
2023-11-29,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,47.52,7.4,40.12,25-34,Early_Career,20-35k,2023-11-27/2023-12-03
2023-12-15,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,39.67,5.22,34.45,35-44,Early_Career,35-50k,2023-12-11/2023-12-17
2023-11-24,Rest_of_UK,Humble_Direct,Digital,TIER_10,3,31.28,4.68,26.6,25-34,Student,<20k,2023-11-20/2023-11-26
2023-12-03,Rest_of_UK,Indie_Bookshop,Digital,N/A,1,15.37,1.92,13.45,25-34,Early_Career,<20k,2023-11-27/2023-12-03
2023-11-09,Rest_of_UK,Humble_Direct,Digital,TIER_18,2,54.19,4.99,49.2,16-24,Early_Career,20-35k,2023-11-06/2023-11-12
2023-11-04,Manchester,Other_Online,Print,N/A,2,42.48,17.01,25.47,16-24,Early_Career,35-50k,2023-10-30/2023-11-05
2023-11-16,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,24.48,2.0,22.47,35-44,Early_Career,<20k,2023-11-13/2023-11-19
2023-12-01,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,12.03,1.08,10.94,35-44,Mid_Career,50-75k,2023-11-27/2023-12-03
2023-11-25,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,24.06,3.8,20.26,45-54,Hobbyist,<20k,2023-11-20/2023-11-26
2023-11-16,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,56.32,7.86,48.46,35-44,Student,75k+,2023-11-13/2023-11-19
2023-11-08,Rest_of_UK,Indie_Bookshop,Print,N/A,2,53.62,17.9,35.73,45-54,Early_Career,20-35k,2023-11-06/2023-11-12
2023-11-12,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,21.37,3.72,17.65,35-44,Senior,35-50k,2023-11-06/2023-11-12
2023-11-05,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,20.52,2.3,18.23,35-44,Student,<20k,2023-10-30/2023-11-05
2023-12-06,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,14.33,2.51,11.82,25-34,Hobbyist,35-50k,2023-12-04/2023-12-10
2023-11-29,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,26.94,3.56,23.38,25-34,Early_Career,20-35k,2023-11-27/2023-12-03
2023-12-02,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,13.84,2.01,11.83,35-44,Early_Career,20-35k,2023-11-27/2023-12-03
2023-11-22,Rest_of_UK,Amazon,Print,N/A,1,24.94,10.93,14.01,35-44,Early_Career,<20k,2023-11-20/2023-11-26
2023-12-17,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,23.88,1.92,21.96,25-34,Hobbyist,20-35k,2023-12-11/2023-12-17
2023-11-20,Rest_of_UK,Amazon,Print,N/A,1,29.29,11.13,18.16,55+,Mid_Career,20-35k,2023-11-20/2023-11-26
2023-11-11,Rest_of_UK,Amazon,Print,N/A,1,30.57,13.16,17.41,25-34,Hobbyist,75k+,2023-11-06/2023-11-12
2023-11-11,Rest_of_UK,Amazon,Print,N/A,1,19.77,12.26,7.51,16-24,Hobbyist,35-50k,2023-11-06/2023-11-12
2023-11-04,Rest_of_UK,Humble_Direct,Digital,TIER_36,2,108.88,11.14,97.74,16-24,Student,50-75k,2023-10-30/2023-11-05
2023-11-21,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,51.06,5.29,45.78,45-54,Early_Career,35-50k,2023-11-20/2023-11-26
2023-12-16,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,55.42,8.58,46.84,25-34,Early_Career,35-50k,2023-12-11/2023-12-17
2023-11-30,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,21.81,1.85,19.96,55+,Mid_Career,20-35k,2023-11-27/2023-12-03
2023-12-16,Rest_of_UK,Other_Online,Digital,N/A,1,21.4,2.84,18.56,16-24,Early_Career,20-35k,2023-12-11/2023-12-17
2023-12-11,Rest_of_UK,Humble_Direct,Digital,TIER_18,3,77.16,6.73,70.43,25-34,Mid_Career,35-50k,2023-12-11/2023-12-17
2023-12-03,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,27.75,3.69,24.06,25-34,Early_Career,50-75k,2023-11-27/2023-12-03
2023-11-25,Manchester,Humble_Direct,Digital,TIER_18,2,43.44,4.99,38.45,16-24,Senior,20-35k,2023-11-20/2023-11-26
2023-12-11,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,25.69,3.42,22.27,16-24,Student,<20k,2023-12-11/2023-12-17
2023-11-23,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,28.23,3.09,25.14,25-34,Senior,35-50k,2023-11-20/2023-11-26
2023-11-24,Rest_of_UK,Amazon,Digital,N/A,1,13.09,1.75,11.34,45-54,Student,20-35k,2023-11-20/2023-11-26
2023-12-22,Rest_of_UK,Other_Online,Digital,N/A,2,27.75,2.41,25.33,25-34,Mid_Career,50-75k,2023-12-18/2023-12-24
2023-12-14,Rest_of_UK,Amazon,Print,N/A,1,33.85,13.43,20.43,45-54,Mid_Career,50-75k,2023-12-11/2023-12-17
2023-11-12,Rest_of_UK,Amazon,Print,N/A,1,22.14,9.05,13.08,45-54,Senior,20-35k,2023-11-06/2023-11-12
2023-12-22,Rest_of_UK,Humble_Direct,Digital,TIER_18,4,100.34,11.6,88.74,16-24,Student,20-35k,2023-12-18/2023-12-24
2023-12-14,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,20.42,1.88,18.54,25-34,Senior,50-75k,2023-12-11/2023-12-17
2023-11-01,Rest_of_UK,Amazon,Digital,N/A,2,42.37,7.27,35.1,45-54,Hobbyist,20-35k,2023-10-30/2023-11-05
2023-12-17,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,21.73,3.38,18.35,16-24,Student,20-35k,2023-12-11/2023-12-17
2023-11-11,Rest_of_UK,Indie_Bookshop,Print,N/A,1,30.43,7.29,23.15,35-44,Senior,<20k,2023-11-06/2023-11-12
2023-11-18,Rest_of_UK,Other_Online,Print,N/A,1,28.38,13.27,15.11,16-24,Student,20-35k,2023-11-13/2023-11-19
2023-11-28,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,26.42,4.59,21.83,16-24,Student,35-50k,2023-11-27/2023-12-03
2023-11-25,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,45.01,4.43,40.58,16-24,Mid_Career,75k+,2023-11-20/2023-11-26
2023-11-13,Rest_of_UK,Other_Online,Print,N/A,1,32.03,11.88,20.15,25-34,Senior,20-35k,2023-11-13/2023-11-19
2023-11-01,Rest_of_UK,Humble_Direct,Digital,TIER_18,3,81.15,10.45,70.7,55+,Hobbyist,<20k,2023-10-30/2023-11-05
2023-11-30,Manchester,Amazon,Print,N/A,1,26.67,9.23,17.44,25-34,Early_Career,<20k,2023-11-27/2023-12-03
2023-12-13,Rest_of_UK,Humble_Direct,Digital,TIER_36,1,38.79,6.39,32.4,25-34,Mid_Career,20-35k,2023-12-11/2023-12-17
2023-11-05,Rest_of_UK,Humble_Direct,Digital,TIER_10,2,22.36,2.44,19.91,16-24,Early_Career,50-75k,2023-10-30/2023-11-05
2023-11-03,Manchester,Amazon,Digital,N/A,3,53.1,6.63,46.47,25-34,Senior,35-50k,2023-10-30/2023-11-05
2023-11-09,Manchester,Humble_Direct,Digital,TIER_10,2,21.21,2.48,18.73,35-44,Student,20-35k,2023-11-06/2023-11-12
2023-12-10,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,13.78,2.46,11.33,25-34,Senior,35-50k,2023-12-04/2023-12-10
2023-12-22,Rest_of_UK,Indie_Bookshop,Print,N/A,2,69.38,21.44,47.94,35-44,Early_Career,20-35k,2023-12-18/2023-12-24
2023-12-13,Rest_of_UK,Indie_Bookshop,Print,N/A,1,29.61,11.52,18.09,16-24,Early_Career,20-35k,2023-12-11/2023-12-17
2023-12-07,Rest_of_UK,Amazon,Print,N/A,1,34.16,10.08,24.08,16-24,Mid_Career,75k+,2023-12-04/2023-12-10
2023-11-27,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,22.73,2.48,20.24,16-24,Early_Career,35-50k,2023-11-27/2023-12-03
2023-12-02,Manchester,Humble_Direct,Digital,TIER_18,4,103.58,12.87,90.7,25-34,Hobbyist,35-50k,2023-11-27/2023-12-03
2023-12-05,Rest_of_UK,Amazon,Print,N/A,3,66.51,33.04,33.47,45-54,Hobbyist,75k+,2023-12-04/2023-12-10
2023-11-13,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,27.25,4.61,22.65,35-44,Mid_Career,50-75k,2023-11-13/2023-11-19
2023-11-03,Manchester,Humble_Direct,Digital,TIER_36,3,122.62,16.73,105.89,45-54,Senior,50-75k,2023-10-30/2023-11-05
2023-11-28,Rest_of_UK,Indie_Bookshop,Print,N/A,1,18.98,7.85,11.13,55+,Mid_Career,<20k,2023-11-27/2023-12-03
2023-11-08,Rest_of_UK,Amazon,Print,N/A,2,66.62,18.03,48.59,16-24,Student,50-75k,2023-11-06/2023-11-12
2023-12-20,Rest_of_UK,Humble_Direct,Digital,TIER_10,4,48.78,5.66,43.12,35-44,Mid_Career,35-50k,2023-12-18/2023-12-24
2023-12-21,Manchester,Humble_Direct,Digital,TIER_18,2,56.34,7.17,49.17,45-54,Early_Career,50-75k,2023-12-18/2023-12-24
2023-12-17,Rest_of_UK,Humble_Direct,Digital,TIER_36,2,99.72,12.73,86.99,45-54,Senior,50-75k,2023-12-11/2023-12-17
2023-12-15,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,28.22,4.14,24.08,35-44,Senior,20-35k,2023-12-11/2023-12-17
2023-11-16,Rest_of_UK,Indie_Bookshop,Print,N/A,1,18.1,8.13,9.96,16-24,Student,35-50k,2023-11-13/2023-11-19
2023-11-22,Manchester,Amazon,Digital,N/A,2,33.72,4.92,28.8,25-34,Senior,<20k,2023-11-20/2023-11-26
2023-11-09,Manchester,Amazon,Print,N/A,2,42.43,21.25,21.19,35-44,Hobbyist,20-35k,2023-11-06/2023-11-12
2023-12-19,Rest_of_UK,Amazon,Digital,N/A,3,38.0,4.71,33.3,16-24,Early_Career,35-50k,2023-12-18/2023-12-24
2023-11-29,Rest_of_UK,Amazon,Digital,N/A,1,10.12,1.71,8.42,16-24,Student,20-35k,2023-11-27/2023-12-03
2023-12-20,Rest_of_UK,Humble_Direct,Digital,TIER_18,1,18.48,3.25,15.22,25-34,Student,75k+,2023-12-18/2023-12-24
2023-12-03,Rest_of_UK,Humble_Direct,Digital,TIER_10,1,10.61,0.92,9.7,16-24,Student,35-50k,2023-11-27/2023-12-03
2023-11-12,Manchester,Amazon,Print,N/A,1,23.73,12.25,11.49,45-54,Student,75k+,2023-11-06/2023-11-12
